NIT                                             ,TERCERO          ,NOMBRE TERCERO                ,DIRECCION TERCERO                                           ,CUENTA                                   ,CTA       ,DESCRIPCION                   ,COMPROBANTE          ,FECHA     ,DETALLE                                 ,DOCUMENTO CRUCE  ,DEBITOS           ,CREDITOS          ,SALDO             ,SALDO TOTAL       
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150180-002,2015/04/30,CANCELA FACTURA                         ,F-002-00000010055,                  ,"49,494,208.00 ",0.00 ,"(49,494,208.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010078-002,2015/05/13,CEMENTOS ARGOS S.A. (                   ,F-002-00000010078,"16,052,400.00 ",                  ,"16,052,400.00 ","16,052,400.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150245-001,2015/05/19,CANCELA FACTURA                         ,F-002-00000010078,                  ,"16,052,400.00 ",0.00 ,"(16,052,400.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150260-003,2015/05/29,REGALIAS DESCONTDA DO                   ,R-001-00020150260,"1,138,699.00 ",                  ,"1,138,699.00 ","1,138,699.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010128-002,2015/06/16,CEMENTOS ARGOS S.A. (                   ,F-002-00000010128,"30,922,591.00 ",                  ,"32,061,290.00 ","30,922,591.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150320-002,2015/06/18,CANCELA FACTURA                         ,F-002-00000010128,                  ,"30,922,591.00 ","1,138,699.00 ","(30,922,591.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010154-002,2015/06/26,CEMENTOS ARGOS S.A. (                   ,F-002-00000010154,"41,640,710.00 ",                  ,"42,779,409.00 ","41,640,710.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150371-002,2015/07/01,CANCELA FACTURA                         ,F-002-00000010154,                  ,"41,640,710.00 ","1,138,699.00 ","(41,640,710.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010175-002,2015/07/13,CEMENTOS ARGOS S.A.                     ,F-002-00000010175,"58,382,095.00 ",                  ,"59,520,794.00 ","58,382,095.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150383-002,2015/07/16,CANCELA FACTURA                         ,F-002-00000010175,                  ,"58,382,095.00 ","1,138,699.00 ","(58,382,095.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010195-002,2015/07/27,CEMENTOS ARGOS S.A. (                   ,F-002-00000010195,"19,635,359.00 ",                  ,"20,774,058.00 ","19,635,359.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150401-002,2015/07/31,CANCELA FACTURA                         ,F-002-00000010195,                  ,"19,635,359.00 ","1,138,699.00 ","(19,635,359.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010221-002,2015/08/14,CEMENTOS ARGOS S.A. (                   ,F-002-00000010221,"8,164,845.00 ",                  ,"9,303,544.00 ","8,164,845.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150441-003,2015/08/21,CANCELA FACTURA                         ,F-002-00000010221,                  ,"8,164,845.00 ","1,138,699.00 ","(8,164,845.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010243-002,2015/08/27,CEMENTOS ARGOS S.A. (                   ,F-002-00000010243,"1,973,734.00 ",                  ,"3,112,433.00 ","1,973,734.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150446-002,2015/08/31,CANCELA FACTURA                         ,F-002-00000010243,                  ,"1,973,734.00 ","1,138,699.00 ","(1,973,734.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010271-002,2015/09/15,CEMENTOS ARGOS S.A. (                   ,F-002-00000010271,"44,543,058.00 ",                  ,"45,681,757.00 ","44,543,058.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150528-002,2015/09/18,CANCELA FACTURA                         ,F-002-00000010271,                  ,"44,543,058.00 ","1,138,699.00 ","(44,543,058.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010294-002,2015/09/28,CEMENTOS ARGOS S.A. (                   ,F-002-00000010294,"50,557,018.00 ",                  ,"51,695,717.00 ","50,557,018.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150541-002,2015/10/01,NACIONALES                              ,F-002-00000010294,                  ,"50,557,018.00 ","1,138,699.00 ","(50,557,018.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010331-003,2015/10/27,CEMENTOS ARGOS S.A. (                   ,F-002-00000010331,"60,479,287.00 ",                  ,"61,617,986.00 ","60,479,287.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150561-002,2015/10/28,CANCELA FACTURA                         ,F-002-00000010331,                  ,"60,479,287.00 ","1,138,699.00 ","(60,479,287.00)"
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,F-002-00000010343-002,2015/11/13,CEMENTOS ARGOS S.A. (                   ,F-002-00000010343,"80,390,758.00 ",                  ,"81,529,457.00 ","80,390,758.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13050500   NACIONALES                    ,13050500  ,NACIONALES                    ,R-001-00020150610-002,2015/11/19,CANCELA FACTURA                         ,F-002-00000010343,                  ,"80,390,758.00 ","1,138,699.00 ","(80,390,758.00)"
,,,,Total 13050500   NACIONALES                    ,,,,,,,"527,205,575.00 ","526,066,876.00 ",,"1,138,699.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,                              ,                     ,          ,                                        ,                 ,                  ,                  ,0.00 ,0.00 
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000009918-003,2015/01/14,COMPRAS                                 ,                 ,"87,386.00 ",                  ,"87,386.00 ","87,386.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000009955-003,2015/02/13,COMPRAS                                 ,                 ,"54,075.00 ",                  ,"141,461.00 ","54,075.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010040-003,2015/04/13,COMPRAS                                 ,                 ,"1,495,226.00 ",                  ,"1,636,687.00 ","1,495,226.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010055-005,2015/04/27,COMPRAS                                 ,                 ,"1,326,334.00 ",                  ,"2,963,021.00 ","1,326,334.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010078-003,2015/05/13,COMPRAS                                 ,                 ,"411,600.00 ",                  ,"3,374,621.00 ","411,600.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010128-003,2015/06/16,COMPRAS                                 ,                 ,"829,184.00 ",                  ,"4,203,805.00 ","829,184.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010154-003,2015/06/26,COMPRAS                                 ,                 ,"1,067,710.00 ",                  ,"5,271,515.00 ","1,067,710.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010195-003,2015/07/27,COMPRAS                                 ,                 ,"524,867.00 ",                  ,"5,796,382.00 ","524,867.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010221-003,2015/08/14,COMPRAS                                 ,                 ,"209,355.00 ",                  ,"6,005,737.00 ","209,355.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010243-003,2015/08/27,COMPRAS                                 ,                 ,"52,760.00 ",                  ,"6,058,497.00 ","52,760.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010271-003,2015/09/15,COMPRAS                                 ,                 ,"1,190,672.00 ",                  ,"7,249,169.00 ","1,190,672.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010294-003,2015/09/28,COMPRAS                                 ,                 ,"1,351,424.00 ",                  ,"8,600,593.00 ","1,351,424.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010331-004,2015/10/27,COMPRAS                                 ,                 ,"1,620,908.00 ",                  ,"10,221,501.00 ","1,620,908.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13551505   RTE.FTE.VENTAS                ,13551505  ,RTE.FTE.VENTAS                ,F-002-00000010343-003,2015/11/13,COMPRAS                                 ,                 ,"2,154,546.00 ",                  ,"12,376,047.00 ","2,154,546.00 "
,,,,Total 13551505   RTE.FTE.VENTAS                ,,,,,,,"12,376,047.00 ",0.00 ,,"12,376,047.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,                              ,                     ,          ,                                        ,                 ,                  ,                  ,0.00 ,0.00 
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000009918-004,2015/01/14,AUTORETENCION CREE                      ,                 ,"55,927.00 ",                  ,"55,927.00 ","55,927.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000009955-004,2015/02/13,AUTORETENCION CREE                      ,                 ,"34,608.00 ",                  ,"90,535.00 ","34,608.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010040-004,2015/04/13,AUTORETENCION CREE                      ,                 ,"956,945.00 ",                  ,"1,047,480.00 ","956,945.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010055-006,2015/04/27,AUTORETENCION CREE                      ,                 ,"848,854.00 ",                  ,"1,896,334.00 ","848,854.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010078-004,2015/05/13,AUTORETENCION CREE                      ,                 ,"263,424.00 ",                  ,"2,159,758.00 ","263,424.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010128-004,2015/06/16,AUTORETENCION CREE                      ,                 ,"530,678.00 ",                  ,"2,690,436.00 ","530,678.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010154-004,2015/06/26,AUTORETENCION CREE                      ,                 ,"683,335.00 ",                  ,"3,373,771.00 ","683,335.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010195-004,2015/07/27,AUTORETENCION CREE                      ,                 ,"335,915.00 ",                  ,"3,709,686.00 ","335,915.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010221-004,2015/08/14,AUTORETENCION CREE                      ,                 ,"133,987.00 ",                  ,"3,843,673.00 ","133,987.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010243-004,2015/08/27,AUTORETENCION CREE                      ,                 ,"33,766.00 ",                  ,"3,877,439.00 ","33,766.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010271-004,2015/09/15,AUTORETENCION CREE                      ,                 ,"762,030.00 ",                  ,"4,639,469.00 ","762,030.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010294-004,2015/09/28,AUTORETENCION CREE                      ,                 ,"864,911.00 ",                  ,"5,504,380.00 ","864,911.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010331-005,2015/10/27,AUTORETENCION CREE                      ,                 ,"1,037,381.00 ",                  ,"6,541,761.00 ","1,037,381.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,13559515   RTE. FTE. CREE 1.60%          ,13559515  ,RTE. FTE. CREE 1.60%          ,F-002-00000010343-004,2015/11/13,AUTORETENCION CREE                      ,                 ,"1,378,909.00 ",                  ,"7,920,670.00 ","1,378,909.00 "
,,,,Total 13559515   RTE. FTE. CREE 1.60%          ,,,,,,,"7,920,670.00 ",0.00 ,,"7,920,670.00 "
    890100251   4 CEMENTOS ARGOS S.A. (SANGIL)  ,0000890100251 004,CEMENTOS ARGOS S.A. (SANGIL)  ,CARRERA 19 No. 12-32 VIA CALI-YUMBO                         ,14301005   CARBON MINERAL                ,14301005  ,                              ,                     ,          ,                                        ,                 ,                  ,                  ,0.00 ,0.00 
